,14711940a_metr,23567403a_metr,28325075a_metr,28325089a_metr,28325090a_metr,29946646a_metr,29946686a_metr,29946686b_metr,33188530a_metr,33188571a_metr,33188571b_metr,33188574a_metr,33188575a_metr,33188582a_metr,33188583a_metr,33188590a_metr,33188593a_metr,33188593b_metr,33188593c_metr,33188602a_metr,33188602b_metr,33188608a_metr,33188608b_metr,33188617a_metr,33188624a_metr,33188624b_metr,33188624c_metr,33188624d_metr,33188624e_metr,33188627a_metr,33188627b_metr,33188633a_metr,33188637a_metr,33188637b_metr,33188640a_metr,33188640b_metr,33188644a_metr,33188653a_metr,33188653b_metr,33188658a_metr,33188658b_metr,33188661a_metr,33188669a_metr,33188670a_metr,33188670b_metr,33188685a_metr,33188685b_metr,33188685c_metr,33188685d_metr,33188686a_metr,33188694a_metr,33188696a_metr,33188698a_metr,33188700a_metr,33188720a_metr,33188723a_metr,33188723b_metr,33188724a_metr,33188726a_metr,33188729a_metr,33188732a_metr,33188732b_metr,33188732c_metr,33188747a_metr,33188757a_metr,33188758a_metr,33188760a_metr,33188760b_metr,33188762a_metr,33188763a_metr,33188784a_metr,33188792a_metr,33188792b_metr,33188792c_metr,33188792d_metr,33188793a_metr,33188795a_metr,33188795b_metr,33188804a_metr,33188804b_metr,33188818a_metr,33188819a_metr,33188823a_metr,33188850a_metr,33188850b_metr,33188851a_metr,33188856a_metr,33188870a_metr,33188873a_metr,33188880a_metr,33188881a_metr,33188898a_metr,33188899a_metr,33188899b_metr,33188899c_metr,33188909a_metr,33188910a_metr,33188914a_metr,33188914b_metr,33188931a_metr,33188932a_metr,33188938a_metr,33188938b_metr,33188939a_metr,33188943a_metr,33188943b_metr,33188945a_metr,33188967a_metr,33188969a_metr,33188969b_metr,33707230a_metr,33707230b_metr,33707241a_metr,33707241b_metr,33707243a_metr
33188669a_metr,0.97429,0.98828,0.96292,0.95482,0.96587,0.99938,0.57376,0.92295,0.98158,0.98428,0.97793,0.98322,0.92505,0.79251,0.98621,0.89454,0.98395,0.98875,0.99229,0.96405,0.92954,0.91375,0.89503,0.97908,0.99035,0.99145,0.9786,0.97539,0.80813,0.99672,0.96651,0.97277,0.97385,0.98475,0.99893,0.95727,0.99858,0.97501,0.91882,0.95061,0.95337,0.97995,1.0,0.91421,0.97602,0.98235,0.94453,0.9357,0.97457,0.9586,0.95683,0.97195,0.92138,0.54605,0.98102,0.91661,0.95794,0.85637,0.966,0.94595,0.99119,0.97795,0.99027,0.87603,0.88708,0.99108,0.63692,0.98988,0.95506,0.77212,0.97776,0.96531,0.97419,0.96209,0.96498,0.97142,0.96413,0.9583,0.71975,0.97266,0.89567,0.99067,0.95182,0.97384,0.98987,0.91452,0.86976,0.94916,0.95515,0.9621,0.97283,0.98086,0.99413,0.98214,0.74023,0.94916,0.97826,0.96764,0.97519,0.96137,0.94987,0.98237,0.98281,0.98937,0.98868,0.98949,0.97506,0.929,0.98249,0.97661,0.96436,0.96836,0.98124,0.97845,0.99286
33188670a_metr,0.99199,0.99764,0.99404,0.99077,0.99371,0.95902,0.78236,0.96156,0.99762,0.99837,0.9959,0.99431,0.97258,0.94473,0.98899,0.99399,0.98897,0.99379,0.99269,0.98869,0.99034,0.98759,0.908,0.97857,0.99729,0.96523,0.9903,0.99112,0.82586,0.99317,0.99557,0.99085,0.9892,0.99542,0.98731,0.99361,0.96818,0.9894,0.99601,0.99394,0.99401,0.99329,0.76479,1.0,0.98013,0.99741,0.97521,0.966,0.99349,0.98205,0.99028,0.99514,0.95534,0.69257,0.99768,0.96639,0.99119,0.78606,0.99579,0.9869,0.93908,0.99295,0.99695,0.96389,0.98332,0.97443,0.75846,0.98364,0.98458,0.92348,0.99484,0.9939,0.99749,0.99779,0.99526,0.99627,0.99432,0.99816,0.84488,0.99848,0.89953,0.99547,0.99207,0.99256,0.99676,0.9633,0.81154,0.99021,0.99618,0.99591,0.9938,0.99504,0.98227,0.99547,0.77419,0.90992,0.99693,0.99905,0.98708,0.99761,0.98968,0.98551,0.99581,0.99305,0.99279,0.99336,0.95023,0.94625,0.9937,0.99512,0.99728,0.9687,0.9972,0.98718,0.98977
33188670b_metr,0.98461,0.98233,0.98657,0.98854,0.97574,0.97077,0.89795,0.99369,0.96461,0.95369,0.97311,0.97805,0.99653,0.98505,0.99192,0.97511,0.99088,0.97553,0.99332,0.98719,0.991,0.9917,0.99544,0.98654,0.93794,0.98994,0.99874,0.99785,0.7872,0.99862,0.97058,0.99685,0.99872,0.9466,0.98133,0.97822,0.99628,0.99481,0.99022,0.9803,0.98495,0.98115,0.88255,0.82022,1.0,0.95041,0.95014,0.80036,0.96977,0.89497,0.99918,0.9766,0.72618,0.73251,0.96936,0.91838,0.98705,0.89281,0.96407,0.98892,0.98593,0.88216,0.95831,0.99928,0.99332,0.99145,0.92596,0.98719,0.98532,0.99702,0.97289,0.97397,0.9771,0.97967,0.98807,0.97745,0.97299,0.98346,0.77696,0.99114,0.99338,0.97281,0.98209,0.95948,0.95773,0.70592,0.72534,0.98453,0.9985,0.95257,0.96586,0.96524,0.99503,0.96187,0.89072,0.91389,0.98754,0.97059,0.98707,0.96526,0.98307,0.98767,0.96542,0.97431,0.98063,0.97556,0.98759,0.89815,0.96942,0.96635,0.97476,0.92177,0.96669,0.9757,0.98587
33188685a_metr,0.99884,0.99487,0.99314,0.98976,0.9994,0.97103,0.78243,0.96439,0.99929,0.99931,0.99947,0.99813,0.97636,0.9455,0.99596,0.9928,0.99578,0.9984,0.9992,0.99257,0.99603,0.99382,0.91478,0.98016,0.99865,0.98449,0.9973,0.99798,0.8128,0.99771,0.99969,0.99786,0.99691,0.999,0.9952,0.99917,0.9901,0.99697,0.99777,0.99953,0.99719,0.99604,0.83084,0.92055,0.99295,1.0,0.97715,0.96646,0.99547,0.97758,0.99767,0.99977,0.93249,0.74398,0.99921,0.95713,0.99226,0.83974,0.99736,0.99108,0.98114,0.9974,0.99395,0.97396,0.98259,0.98849,0.83649,0.98725,0.99514,0.92801,0.99971,0.99948,0.99978,0.99968,0.99974,0.99976,0.99925,0.99814,0.68105,0.99855,0.91719,0.99944,0.99882,0.98499,0.99881,0.94438,0.79228,0.99315,0.99908,0.99794,0.99874,0.99956,0.98999,0.9998,0.8538,0.96085,0.99709,0.99825,0.99542,0.99306,0.9925,0.99351,0.99776,0.99925,0.99784,0.99932,0.96884,0.8908,0.99944,0.99937,0.99913,0.97239,0.99698,0.99084,0.99516
33188685b_metr,0.98916,0.98988,0.95814,0.95068,0.98581,0.99417,0.68058,0.91251,0.99819,0.99766,0.99865,0.98995,0.93232,0.88282,0.99998,0.95732,0.99996,0.99958,0.99612,0.9615,0.97283,0.96856,0.85064,0.97436,0.99742,0.9922,0.99932,0.99866,0.75579,0.99929,0.99364,0.99799,0.99822,0.99829,0.9998,0.9834,0.99742,0.99852,0.97174,0.98762,0.97153,0.97274,0.6263,0.9049,0.99798,0.98278,1.0,0.94038,0.98673,0.95812,0.99206,0.9847,0.91381,0.48162,0.99272,0.92934,0.95743,0.87572,0.99204,0.95888,0.98298,0.98637,0.99068,0.94033,0.93738,0.97642,0.66876,0.98957,0.99027,0.86432,0.98858,0.98904,0.98518,0.99392,0.99545,0.98185,0.99054,0.99177,0.7329,0.9959,0.84826,0.99251,0.98999,0.97052,0.99791,0.92181,0.86684,0.96077,0.99141,0.99136,0.99792,0.9934,0.99951,0.99516,0.66912,0.94627,0.99483,0.99422,0.99843,0.98918,0.95943,0.9997,0.98115,0.99235,0.97667,0.9865,0.97852,0.88462,0.98884,0.9986,0.99223,0.97426,0.9966,0.97989,0.99375
33188685c_metr,0.99197,0.99444,0.99169,0.99489,0.98536,0.96207,0.98865,0.99991,0.97659,0.96513,0.98292,0.9739,0.99912,0.99888,0.98586,0.98625,0.98424,0.98341,0.99513,0.99323,0.99649,0.97734,0.92969,0.9938,0.94961,0.99505,0.99536,0.99397,0.96255,0.99898,0.98217,0.99893,0.99892,0.95641,0.97703,0.98774,0.99713,0.99782,0.99677,0.99073,0.9934,0.99009,0.97444,0.82569,0.99087,0.94395,0.96352,1.0,0.97001,0.98961,0.9991,0.98773,0.77798,0.97558,0.97936,0.94994,0.99559,0.98481,0.97445,0.99513,0.9923,0.97027,0.96921,0.98292,0.99761,0.99217,0.91007,0.99163,0.98659,0.94512,0.98404,0.98402,0.98618,0.98864,0.99496,0.98632,0.98402,0.99222,0.98789,0.98735,0.95129,0.96662,0.99151,0.98179,0.96977,0.99159,0.97925,0.99118,0.99673,0.96542,0.97745,0.97573,0.99162,0.97307,0.98584,0.93314,0.99274,0.98068,0.99172,0.96585,0.98763,0.99096,0.97284,0.98152,0.9845,0.98215,0.99833,0.98242,0.98006,0.97861,0.98523,0.99694,0.9785,0.94731,0.98509
33188685d_metr,0.97895,0.99392,0.9845,0.98515,0.98301,0.92127,0.84032,0.96455,0.99398,0.99457,0.99092,0.98187,0.96716,0.96015,0.97272,0.98777,0.972,0.98373,0.98113,0.97659,0.9745,0.98573,0.95088,0.97941,0.99139,0.97021,0.97449,0.97676,0.83154,0.9783,0.98629,0.97791,0.9723,0.99125,0.96944,0.9821,0.93304,0.97265,0.98769,0.98459,0.9833,0.98346,0.84315,0.92413,0.95022,0.99491,0.98422,0.97285,1.0,0.9851,0.97541,0.98642,0.94741,0.64953,0.9926,0.9686,0.98339,0.85013,0.98623,0.97423,0.90312,0.98446,0.98737,0.94314,0.98319,0.97199,0.84409,0.96897,0.95575,0.93688,0.98819,0.98551,0.9885,0.99173,0.98731,0.98675,0.98571,0.98864,0.83173,0.98419,0.95234,0.98516,0.98013,0.99101,0.99079,0.97191,0.85585,0.97815,0.98984,0.9851,0.98632,0.98558,0.9555,0.98736,0.88566,0.95651,0.98591,0.98856,0.98296,0.99518,0.97905,0.96356,0.98013,0.98552,0.97933,0.98877,0.9621,0.87832,0.9889,0.98922,0.99199,0.9444,0.99124,0.96608,0.97851
33188686a_metr,0.99942,0.99262,0.9964,0.99637,0.99837,0.96035,0.96812,0.99158,0.98898,0.98624,0.99214,0.99408,0.99257,0.98952,0.99064,0.99379,0.98966,0.99516,0.99309,0.99886,0.99911,0.98751,0.96143,0.9943,0.97858,0.99795,0.99619,0.99638,0.83327,0.99732,0.99422,0.99929,0.99839,0.98561,0.99161,0.99893,0.99714,0.99955,0.99606,0.99738,0.99763,0.99751,0.9541,0.82831,0.99206,0.95477,0.97533,0.94795,0.9844,1.0,0.99754,0.99694,0.86031,0.95271,0.99439,0.9624,0.99616,0.97594,0.98769,0.99954,0.9956,0.96966,0.98096,0.9866,0.9928,0.99621,0.90063,0.99512,0.99233,0.95043,0.99644,0.99717,0.99677,0.9957,0.99597,0.99611,0.9965,0.99545,0.96961,0.98551,0.97316,0.99097,0.99821,0.98284,0.98562,0.8298,0.97233,0.9988,0.99381,0.98846,0.9922,0.99434,0.99198,0.99239,0.9678,0.96615,0.99356,0.99315,0.99786,0.97805,0.99743,0.99826,0.99399,0.99633,0.99799,0.99787,0.99361,0.95651,0.99688,0.99129,0.99454,0.98823,0.98909,0.98293,0.99849
33188694a_metr,0.99902,0.98966,0.9965,0.99449,0.99429,0.99245,0.90824,0.99055,0.98983,0.98584,0.99564,0.97657,0.99019,0.96544,0.94439,0.93189,0.94114,0.99469,0.99291,0.99842,0.99719,0.92803,0.90777,0.99927,0.97159,0.9968,0.96789,0.96612,0.91444,0.98456,0.99346,0.993,0.98103,0.9723,0.98369,0.99491,0.99378,0.98901,0.99476,0.99801,0.99846,0.99786,0.84133,0.94489,0.93445,0.98774,0.98285,0.9752,0.98715,0.95563,1.0,0.99732,0.94664,0.8617,0.99184,0.94628,0.99733,0.94802,0.98804,0.99472,0.95207,0.98965,0.9874,0.9209,0.98932,0.99708,0.80683,0.99299,0.94615,0.81103,0.99525,0.99317,0.99592,0.9956,0.99365,0.99435,0.99304,0.99711,0.92971,0.95492,0.92577,0.96567,0.99829,0.9837,0.98776,0.95279,0.92309,0.99603,0.97283,0.98312,0.99056,0.98806,0.95533,0.98513,0.85563,0.95207,0.99182,0.99304,0.98506,0.90508,0.99487,0.97572,0.98257,0.98934,0.9954,0.9918,0.99173,0.91539,0.99228,0.99173,0.99487,0.97853,0.99272,0.95233,0.99
33188696a_metr,0.99647,0.99342,0.97634,0.97041,0.9948,0.98841,0.72271,0.93624,0.99902,0.999,0.99924,0.98808,0.95299,0.91088,0.99911,0.9757,0.99915,0.99985,0.99841,0.97735,0.98541,0.98181,0.93184,0.954,0.99859,0.9858,0.99913,0.99958,0.78462,0.99952,0.99915,0.99969,0.99939,0.99951,0.99879,0.99323,0.99267,0.99936,0.98609,0.99599,0.98549,0.98287,0.83093,0.93103,0.99752,0.98887,0.94741,0.93209,0.99276,0.9505,0.99758,1.0,0.93892,0.66174,0.99887,0.93424,0.97519,0.72163,0.9961,0.9751,0.98662,0.98651,0.99209,0.95595,0.95933,0.95366,0.83193,0.981,0.99508,0.89201,0.99679,0.99686,0.99515,0.99929,0.99971,0.99286,0.99768,0.99824,0.86799,0.99829,0.87828,0.99437,0.99698,0.97865,0.99906,0.91532,0.84352,0.97757,0.99832,0.9966,0.99995,0.999,0.99674,0.99965,0.74927,0.96614,0.99498,0.99813,0.99896,0.99436,0.9764,0.99827,0.99222,0.99629,0.98862,0.99515,0.96269,0.94806,0.99669,0.99958,0.9987,0.98847,0.99745,0.98711,0.97867
33188698a_metr,0.99174,0.99118,0.98241,0.97686,0.99169,0.97615,0.73047,0.93872,0.99704,0.99649,0.99675,0.99664,0.9539,0.91641,0.99415,0.98207,0.99404,0.99628,0.99684,0.97743,0.98286,0.97874,0.9617,0.97281,0.99685,0.98425,0.99424,0.99404,0.80944,0.99631,0.99511,0.994,0.99315,0.99684,0.99518,0.99042,0.98327,0.99341,0.98843,0.9929,0.9861,0.98413,0.85173,0.90567,0.98852,0.98731,0.97564,0.9609,0.99061,0.97332,0.99105,0.99269,1.0,0.62294,0.99707,0.93935,0.97885,0.85832,0.99493,0.97488,0.96049,0.99356,0.99214,0.94871,0.96578,0.98297,0.80017,0.9877,0.98602,0.89305,0.99454,0.99371,0.99618,0.99684,0.9948,0.99264,0.99425,0.99797,0.84887,0.99693,0.97264,0.99121,0.99225,0.97667,0.99698,0.93375,0.86668,0.97923,0.99593,0.99559,0.99568,0.99472,0.99074,0.99494,0.9013,0.99292,0.99655,0.99716,0.99242,0.99793,0.97757,0.99208,0.99443,0.99242,0.98673,0.99169,0.97029,0.88332,0.99335,0.99644,0.99683,0.97453,0.99707,0.98018,0.99217
33188700a_metr,0.81122,0.94923,0.81793,0.81225,0.79788,0.97411,0.45404,0.80169,0.87461,0.88218,0.86549,0.87525,0.87395,0.75736,0.88772,0.80565,0.88203,0.8876,0.97564,0.73109,0.85249,0.90305,0.80102,0.8139,0.90051,0.72235,0.8689,0.86131,0.7684,0.92457,0.82836,0.8556,0.95578,0.86113,0.94787,0.79009,0.99167,0.86887,0.86123,0.83697,0.92501,0.74394,0.98377,0.89699,0.89313,0.96605,0.88939,0.8014,0.87031,0.8472,0.92111,0.7928,0.86984,1.0,0.84604,0.85853,0.7539,0.88681,0.90233,0.76572,0.98462,0.92412,0.91563,0.82881,0.83038,0.66626,0.78871,0.68515,0.86023,0.75396,0.80649,0.80881,0.79391,0.83096,0.86262,0.78271,0.81467,0.83038,0.70352,0.89172,0.84191,0.85031,0.87157,0.95384,0.89822,0.81766,0.69965,0.81707,0.90978,0.83582,0.85451,0.82727,0.91306,0.83629,0.87963,0.98946,0.87445,0.84264,0.86257,0.83284,0.72323,0.87937,0.78362,0.80751,0.84449,0.80053,0.71879,0.81153,0.80828,0.9095,0.83457,0.68401,0.87489,0.7776,0.73186
33188720a_metr,0.9749,0.99326,0.93431,0.92477,0.97003,0.99587,0.64684,0.87809,0.99537,0.99644,0.99359,0.97449,0.90151,0.84379,0.99738,0.93327,0.99627,0.99774,0.9944,0.9374,0.95199,0.94639,0.91512,0.94866,0.9985,0.97515,0.99349,0.99174,0.69859,0.99918,0.98251,0.99016,0.99059,0.99257,0.99981,0.96654,0.99815,0.9913,0.9513,0.97277,0.95059,0.94588,0.71017,0.91808,0.9908,0.98853,0.92776,0.91339,0.98773,0.93502,0.97934,0.96865,0.93178,0.7415,1.0,0.91811,0.9372,0.73184,0.98578,0.93406,0.99261,0.98657,0.99342,0.91199,0.90814,0.94049,0.74825,0.9793,0.97683,0.82305,0.9745,0.97497,0.9705,0.98399,0.98561,0.96485,0.97732,0.98152,0.89244,0.99043,0.86829,0.993,0.97618,0.97785,0.99863,0.90245,0.86416,0.93718,0.97918,0.98349,0.99052,0.98197,0.99963,0.98514,0.79534,0.97169,0.99282,0.98738,0.99113,0.98248,0.93523,0.99511,0.96636,0.9739,0.9572,0.971,0.95162,0.94405,0.97462,0.99284,0.981,0.98453,0.99477,0.98584,0.96931
33188723a_metr,0.97937,0.99253,0.94187,0.93283,0.97499,0.99574,0.63752,0.88774,0.99712,0.99779,0.99582,0.97232,0.91022,0.87849,0.99865,0.94089,0.99782,0.99897,0.9958,0.94452,0.95815,0.95281,0.95132,0.94041,0.99893,0.98114,0.99564,0.99422,0.7326,0.99946,0.98632,0.99288,0.99319,0.99499,0.99913,0.97177,0.99835,0.9938,0.95777,0.97751,0.95704,0.95263,0.72125,0.91958,0.99303,0.98752,0.93145,0.91545,0.9891,0.93354,0.98331,0.97378,0.9277,0.73361,0.98591,1.0,0.94026,0.68981,0.98882,0.94132,0.99375,0.98201,0.99257,0.91945,0.91696,0.9458,0.85056,0.97512,0.98073,0.8341,0.97914,0.97953,0.97555,0.98766,0.98905,0.97033,0.98167,0.98543,0.91681,0.99306,0.92283,0.98819,0.98055,0.97655,0.99922,0.90122,0.85825,0.94444,0.98338,0.98692,0.99327,0.98583,0.99963,0.98864,0.82575,0.97223,0.99464,0.99045,0.99357,0.98578,0.94258,0.9968,0.97163,0.97851,0.96311,0.97587,0.9487,0.93176,0.9792,0.99521,0.98501,0.9841,0.9964,0.9808,0.97326
33188723b_metr,0.94953,0.99151,0.89651,0.88465,0.94271,0.9981,0.64155,0.82957,0.98293,0.98586,0.97872,0.96676,0.85713,0.78984,0.98611,0.89522,0.98372,0.98704,0.99269,0.90039,0.91901,0.91206,0.87547,0.96254,0.99186,0.96839,0.97833,0.97519,0.70658,0.99766,0.96047,0.97251,0.97335,0.97688,0.99979,0.93796,0.99791,0.97455,0.91787,0.94646,0.91693,0.92126,0.71495,0.92838,0.97466,0.9845,0.91026,0.89461,0.97861,0.91896,0.95602,0.94077,0.91697,0.65597,0.96007,0.90436,1.0,0.73212,0.96843,0.89632,0.99711,0.97772,0.99329,0.87182,0.86442,0.93181,0.76171,0.97392,0.95326,0.76762,0.94889,0.94954,0.94364,0.96302,0.96519,0.93565,0.95288,0.9598,0.74807,0.97444,0.83291,0.97972,0.95132,0.97565,0.99116,0.88214,0.84117,0.90017,0.95565,0.96429,0.97309,0.95966,0.99375,0.96448,0.6783,0.97535,0.9807,0.9696,0.97445,0.96431,0.90894,0.98172,0.93895,0.94807,0.93088,0.94405,0.93106,0.94591,0.94904,0.97721,0.95847,0.98579,0.9832,0.97651,0.96646
33188724a_metr,0.98625,0.98519,0.9518,0.94404,0.98238,0.99798,0.67064,0.90594,0.99674,0.99644,0.99705,0.97081,0.92645,0.87512,0.9997,0.95093,0.99949,0.99902,0.98949,0.95648,0.96874,0.96446,0.93796,0.92459,0.99622,0.9622,0.99834,0.99735,0.77233,0.99799,0.99091,0.99648,0.99695,0.99651,0.9988,0.97978,0.99931,0.99733,0.96659,0.98427,0.96672,0.96284,0.96907,0.89192,0.99748,0.97329,0.91983,0.90357,0.98408,0.93003,0.98972,0.98093,0.92517,0.62883,0.98953,0.90345,0.95155,1.0,0.98889,0.95386,0.99817,0.97425,0.98755,0.95805,0.93041,0.92463,0.82088,0.94334,0.98851,0.88652,0.98514,0.98579,0.98094,0.99097,0.99306,0.97764,0.98745,0.98829,0.82452,0.99343,0.94769,0.97657,0.98713,0.95839,0.9971,0.87484,0.75092,0.95512,0.98819,0.98798,0.99613,0.99069,0.99997,0.9927,0.84497,0.99441,0.99275,0.99127,0.99742,0.9855,0.95386,0.99933,0.97636,0.98531,0.97257,0.98317,0.93973,0.87271,0.98562,0.99697,0.98901,0.94229,0.99494,0.97058,0.95714
33188726a_metr,0.97627,0.99234,0.93854,0.92904,0.97185,0.9962,0.62531,0.88094,0.99673,0.99775,0.99477,0.95805,0.90403,0.84735,0.99724,0.93767,0.99619,0.99809,0.99385,0.9399,0.95382,0.94803,0.9178,0.90467,0.99921,0.92787,0.99374,0.99223,0.77357,0.99886,0.98416,0.99076,0.99092,0.99387,0.99862,0.9684,0.99808,0.9916,0.95457,0.97461,0.95335,0.94879,0.93864,0.91626,0.9902,0.98279,0.91459,0.90679,0.99108,0.9302,0.98023,0.97085,0.91763,0.61968,0.98434,0.91444,0.93623,0.63933,1.0,0.93645,0.99662,0.97701,0.99465,0.91221,0.9391,0.90294,0.8348,0.9056,0.97686,0.84937,0.97661,0.97681,0.97356,0.98615,0.98704,0.96748,0.97911,0.9843,0.66882,0.99269,0.91955,0.96554,0.97788,0.97309,0.99925,0.89371,0.77033,0.93955,0.9813,0.9855,0.99157,0.98355,0.99852,0.98663,0.81188,0.99215,0.99514,0.99004,0.99118,0.98695,0.93763,0.99477,0.96917,0.97552,0.95926,0.97272,0.90299,0.84672,0.9764,0.99394,0.98329,0.8933,0.99657,0.95393,0.94106
33188729a_metr,0.93432,0.99012,0.94479,0.94592,0.95536,0.79476,0.91986,0.93642,0.96438,0.96911,0.96222,0.9695,0.93547,0.95235,0.89342,0.97767,0.89129,0.93518,0.92388,0.9534,0.93536,0.91757,0.8675,0.95494,0.97244,0.95496,0.90244,0.91278,0.88735,0.91651,0.96172,0.91564,0.89807,0.97358,0.8876,0.95454,0.84475,0.91713,0.94606,0.95992,0.95605,0.96226,0.90143,0.95609,0.86258,0.96863,0.93666,0.95219,0.95734,0.95359,0.90826,0.96431,0.95776,0.89942,0.96388,0.95403,0.95483,0.93494,0.96604,1.0,0.99258,0.93705,0.95856,0.87124,0.94211,0.95593,0.61504,0.96269,0.9193,0.89724,0.96631,0.96275,0.95681,0.95578,0.95232,0.96169,0.96235,0.94761,0.92503,0.92645,0.91511,0.97531,0.93936,0.98658,0.96451,0.95518,0.92926,0.94972,0.94397,0.96662,0.95702,0.95949,0.85429,0.96262,0.92424,0.93913,0.94715,0.95375,0.88879,0.98187,0.95985,0.92601,0.95543,0.96216,0.95364,0.95819,0.9504,0.90754,0.95923,0.96359,0.96058,0.94843,0.95995,0.94584,0.96068
33188732a_metr,0.99765,0.97564,0.97641,0.97172,0.99586,0.98836,0.74835,0.94996,0.99141,0.98926,0.99505,0.98992,0.9632,0.92275,0.99897,0.97584,0.99937,0.99291,0.9705,0.98205,0.98969,0.98746,0.96102,0.95955,0.9865,0.99589,0.99775,0.99827,0.77922,0.9848,0.99763,0.9987,0.99896,0.99542,0.99744,0.99484,0.98054,0.99875,0.98649,0.99638,0.98751,0.9852,0.91739,0.84397,0.99916,0.92745,0.90894,0.78639,0.97923,0.90173,0.99901,0.99468,0.80281,0.52378,0.9954,0.89719,0.97773,0.74482,0.98809,0.98055,1.0,0.91039,0.971,0.98956,0.96309,0.96039,0.9399,0.93711,0.99984,0.98547,0.99602,0.99675,0.99241,0.99576,0.99795,0.99266,0.99717,0.99335,0.82613,0.99309,0.95368,0.9926,0.99785,0.90959,0.9881,0.73664,0.69451,0.97966,0.99636,0.98951,0.99758,0.99785,0.99363,0.99783,0.86233,0.91223,0.98597,0.99139,0.99904,0.98512,0.97935,0.99714,0.98781,0.99703,0.99141,0.99627,0.98754,0.74649,0.99682,0.99601,0.99566,0.81439,0.98804,0.99356,0.98227
33188732b_metr,0.99613,0.92975,0.99542,0.99485,0.99813,0.91587,0.91514,0.98247,0.99593,0.99298,0.9949,0.99485,0.98207,0.96441,0.92882,0.97426,0.92504,0.99835,0.9782,0.99631,0.99197,0.94081,0.81601,0.99274,0.98729,0.99833,0.95222,0.96345,0.83496,0.97223,0.99618,0.97955,0.96867,0.98886,0.92573,0.99783,0.91877,0.96307,0.99048,0.99545,0.99386,0.99548,0.84908,0.87886,0.92502,0.98807,0.96497,0.98292,0.99319,0.99274,0.9674,0.99558,0.92589,0.88217,0.99713,0.94974,0.99449,0.95417,0.98984,0.99613,0.94534,1.0,0.99421,0.92608,0.98337,0.9916,0.76777,0.987,0.92801,0.77282,0.99616,0.99763,0.99788,0.99617,0.98968,0.99594,0.99742,0.99513,0.93221,0.94709,0.81394,0.99042,0.99684,0.91933,0.99335,0.95864,0.93996,0.99823,0.97453,0.99212,0.99742,0.99686,0.92983,0.99581,0.91607,0.92179,0.99123,0.99719,0.94329,0.95467,0.99678,0.92159,0.99021,0.99862,0.99752,0.99902,0.99094,0.90199,0.99639,0.99631,0.99667,0.96361,0.99525,0.97463,0.99922
33188732c_metr,0.99711,0.99487,0.98076,0.97518,0.99601,0.98805,0.73187,0.94108,0.99979,0.99981,0.99935,0.99046,0.95701,0.91702,0.99769,0.98018,0.99774,0.99918,0.99605,0.98035,0.98738,0.98381,0.9811,0.95912,0.99872,0.98161,0.99793,0.99846,0.87246,0.99878,0.99957,0.99878,0.99822,0.99897,0.99763,0.99464,0.99376,0.9981,0.98919,0.99709,0.98823,0.9859,0.82899,0.92937,0.99553,0.98722,0.94134,0.92366,0.99508,0.94426,0.9976,0.99601,0.94455,0.66471,0.99977,0.92628,0.97913,0.85605,0.99696,0.97811,0.98847,0.98379,1.0,0.95769,0.96451,0.95703,0.93246,0.97804,0.99448,0.89733,0.998,0.99785,0.99723,0.99994,0.99975,0.99491,0.9985,0.99946,0.89987,0.99839,0.97873,0.99397,0.99756,0.97795,0.999,0.9034,0.80902,0.98126,0.99927,0.99771,0.99934,0.9994,0.99416,0.99977,0.87295,0.97704,0.99723,0.99876,0.9975,0.99576,0.98001,0.99642,0.9949,0.99717,0.99057,0.99624,0.9618,0.94351,0.99766,0.99904,0.99965,0.96122,0.99897,0.98652,0.98124
33188747a_metr,0.99983,0.97706,0.99022,0.98733,0.99974,0.98558,0.79155,0.96772,0.99174,0.98965,0.995,0.998,0.98423,0.94856,0.99965,0.98987,0.99983,0.99573,0.98368,0.99372,0.99777,0.99638,0.97617,0.9786,0.98869,0.99581,0.99937,0.99904,0.89292,0.99445,0.99838,0.99908,0.99968,0.99537,0.99893,0.99968,0.99757,0.9996,0.99614,0.99953,0.99688,0.99569,0.9447,0.85619,0.99746,0.96615,0.96837,0.88341,0.98817,0.944,0.99997,0.9993,0.82775,0.75069,0.99585,0.95176,0.99129,0.91648,0.99076,0.99269,0.99413,0.97042,0.98868,1.0,0.98136,0.97865,0.95153,0.96068,0.99878,0.96415,0.9989,0.99926,0.99703,0.99609,0.99796,0.99862,0.99891,0.99401,0.90072,0.99372,0.97962,0.99886,0.99976,0.97556,0.9901,0.78594,0.83997,0.99212,0.99773,0.99168,0.99742,0.99869,0.99905,0.99795,0.88191,0.97857,0.98975,0.99099,0.99989,0.98406,0.99207,0.99971,0.99371,0.99965,0.99866,0.99978,0.99043,0.92095,0.99939,0.99586,0.99646,0.9538,0.9925,0.99517,0.99394
