,14711940a_metr,23567403a_metr,28325075a_metr,28325089a_metr,28325090a_metr,29946646a_metr,29946686a_metr,29946686b_metr,33188530a_metr,33188571a_metr,33188571b_metr,33188574a_metr,33188575a_metr,33188582a_metr,33188583a_metr,33188590a_metr,33188593a_metr,33188593b_metr,33188593c_metr,33188602a_metr,33188602b_metr,33188608a_metr,33188608b_metr,33188617a_metr,33188624a_metr,33188624b_metr,33188624c_metr,33188624d_metr,33188624e_metr,33188627a_metr,33188627b_metr,33188633a_metr,33188637a_metr,33188637b_metr,33188640a_metr,33188640b_metr,33188644a_metr,33188653a_metr,33188653b_metr,33188658a_metr,33188658b_metr,33188661a_metr,33188669a_metr,33188670a_metr,33188670b_metr,33188685a_metr,33188685b_metr,33188685c_metr,33188685d_metr,33188686a_metr,33188694a_metr,33188696a_metr,33188698a_metr,33188700a_metr,33188720a_metr,33188723a_metr,33188723b_metr,33188724a_metr,33188726a_metr,33188729a_metr,33188732a_metr,33188732b_metr,33188732c_metr,33188747a_metr,33188757a_metr,33188758a_metr,33188760a_metr,33188760b_metr,33188762a_metr,33188763a_metr,33188784a_metr,33188792a_metr,33188792b_metr,33188792c_metr,33188792d_metr,33188793a_metr,33188795a_metr,33188795b_metr,33188804a_metr,33188804b_metr,33188818a_metr,33188819a_metr,33188823a_metr,33188850a_metr,33188850b_metr,33188851a_metr,33188856a_metr,33188870a_metr,33188873a_metr,33188880a_metr,33188881a_metr,33188898a_metr,33188899a_metr,33188899b_metr,33188899c_metr,33188909a_metr,33188910a_metr,33188914a_metr,33188914b_metr,33188931a_metr,33188932a_metr,33188938a_metr,33188938b_metr,33188939a_metr,33188943a_metr,33188943b_metr,33188945a_metr,33188967a_metr,33188969a_metr,33188969b_metr,33707230a_metr,33707230b_metr,33707241a_metr,33707241b_metr,33707243a_metr
33188856a_metr,0.98691,0.99047,0.95387,0.94603,0.98324,0.99518,0.67033,0.90656,0.99793,0.99768,0.99803,0.97194,0.92704,0.87596,0.99994,0.953,0.99972,0.99961,0.99539,0.95739,0.96938,0.9649,0.86734,0.92606,0.99722,0.97497,0.99867,0.99779,0.90179,0.9988,0.9919,0.99695,0.99725,0.99753,0.99914,0.98063,0.99835,0.99762,0.96818,0.9852,0.96794,0.96411,0.87132,0.90643,0.9972,0.98446,0.92905,0.91439,0.98675,0.94184,0.99014,0.98203,0.94774,0.45625,0.99097,0.92218,0.95309,0.77821,0.99099,0.95467,0.99473,0.9892,0.99082,0.93577,0.93217,0.92555,0.85293,0.96189,0.98833,0.85725,0.98628,0.98676,0.98265,0.99233,0.99396,0.97897,0.98842,0.99004,0.63701,0.99507,0.89326,0.97777,0.98781,0.97775,0.998,0.90083,1.0,0.95665,0.98942,0.99003,0.99691,0.99161,0.99978,0.99364,0.69066,0.98004,0.99459,0.9931,0.99755,0.98795,0.95523,0.99934,0.97853,0.98611,0.97343,0.98399,0.94211,0.91061,0.98655,0.99786,0.9904,0.95029,0.99645,0.97486,0.95817
33188870a_metr,0.96503,0.98786,0.9367,0.9283,0.9595,0.99761,0.59397,0.89673,0.99039,0.99215,0.98767,0.99051,0.91201,0.82351,0.99262,0.91922,0.99104,0.99325,0.98793,0.93646,0.93934,0.93322,0.85415,0.98152,0.99561,0.98885,0.98732,0.98508,0.76315,0.99805,0.97394,0.9831,0.98366,0.98634,0.99731,0.95554,0.99798,0.98455,0.93867,0.96262,0.93781,0.95945,0.64357,0.9046,0.98417,0.97427,0.94837,0.93426,0.98421,0.95231,0.97019,0.95796,0.92894,0.77429,0.97359,0.9157,0.93429,0.73073,0.97715,0.91969,0.98697,0.97723,0.99307,0.91352,0.94006,0.97215,0.76993,0.98583,0.9675,0.80206,0.96466,0.96515,0.96032,0.9759,0.97763,0.95373,0.96787,0.97324,0.88263,0.98426,0.83325,0.99273,0.96652,0.96174,0.99542,0.90135,0.83894,1.0,0.97013,0.97407,0.98361,0.97329,0.9968,0.97707,0.66851,0.95315,0.9881,0.98057,0.98438,0.97737,0.95487,0.98954,0.9762,0.96849,0.979,0.96578,0.96793,0.93461,0.96473,0.98661,0.97235,0.96578,0.99017,0.98139,0.98772
33188873a_metr,0.99797,0.99688,0.98794,0.98332,0.99784,0.98059,0.75478,0.95201,0.99977,0.99927,0.99957,0.99919,0.96606,0.9306,0.99471,0.98747,0.99515,0.9969,0.99667,0.98635,0.99146,0.98834,0.89648,0.97843,0.99921,0.98985,0.99651,0.99718,0.77253,0.99687,0.99927,0.99712,0.99617,0.99961,0.99497,0.99699,0.98598,0.99623,0.99413,0.99854,0.99301,0.99128,0.63965,0.93152,0.99192,0.99184,0.96519,0.95153,0.99512,0.96228,0.99743,0.99824,0.93906,0.59894,0.99977,0.94279,0.98616,0.75569,0.99805,0.98437,0.96908,0.99179,0.99771,0.96399,0.97407,0.98238,0.68749,0.9888,0.99402,0.91097,0.9993,0.99896,0.99947,0.99948,0.99872,0.99787,0.9992,0.99959,0.7401,0.99918,0.88755,0.99709,0.99823,0.9833,0.99893,0.93133,0.7893,0.98771,1.0,0.99735,0.99857,0.99917,0.99081,0.99887,0.74512,0.93941,0.99885,0.99759,0.99497,0.99499,0.98659,0.99358,0.99772,0.99833,0.99421,0.99788,0.969,0.94554,0.99879,0.9993,0.99985,0.97138,0.99957,0.98747,0.99532
33188880a_metr,0.9915,0.99328,0.99456,0.99166,0.99216,0.96472,0.78864,0.9631,0.99804,0.99812,0.99681,0.99318,0.97331,0.9475,0.98995,0.99456,0.98948,0.99432,0.99587,0.98826,0.98901,0.98637,0.92421,0.98001,0.99698,0.96892,0.98977,0.99139,0.72476,0.99348,0.99497,0.99164,0.98944,0.99677,0.98882,0.99166,0.97438,0.98944,0.99541,0.99327,0.9932,0.99275,0.7928,0.923,0.97876,0.99048,0.95799,0.94946,0.99102,0.96905,0.98944,0.99325,0.9446,0.56923,0.99757,0.94736,0.99143,0.79334,0.99343,0.98654,0.96868,0.98984,0.99351,0.96296,0.98472,0.97548,0.80901,0.96276,0.98169,0.92591,0.99493,0.994,0.99585,0.99731,0.99411,0.99475,0.99442,0.99825,0.63297,0.99682,0.9019,0.99396,0.99197,0.98249,0.99687,0.93279,0.78595,0.99011,0.99631,1.0,0.99476,0.99445,0.98256,0.99442,0.83606,0.96165,0.99534,0.99808,0.98672,0.99794,0.98925,0.98557,0.99469,0.99255,0.99136,0.99204,0.95264,0.91914,0.9936,0.99613,0.99728,0.9751,0.99799,0.98485,0.98939
33188881a_metr,0.95295,0.82613,0.96272,0.96153,0.97462,0.69725,0.94846,0.94004,0.95216,0.94211,0.97222,0.86981,0.9564,0.97304,0.89282,0.90775,0.88731,0.94878,0.96571,0.92515,0.9774,0.89865,0.85735,0.88158,0.96731,0.87961,0.93137,0.93817,0.81741,0.96175,0.98776,0.97801,0.94674,0.83573,0.88528,0.98086,0.84765,0.95282,0.97812,0.96641,0.97201,0.87487,0.86179,0.93771,0.83694,0.96834,0.95591,0.9295,0.95985,0.93703,0.9601,0.97971,0.90932,0.9272,0.95361,0.87239,0.95629,0.88787,0.97542,0.97206,0.9924,0.78936,0.96255,0.7845,0.97443,0.94522,0.69892,0.8919,0.85389,0.80342,0.95759,0.98319,0.97468,0.97271,0.98962,0.92636,0.98425,0.98273,0.9383,0.91874,0.77518,0.87362,0.97903,0.82696,0.98882,0.8709,0.89599,0.93274,0.96424,0.96426,1.0,0.97065,0.84648,0.90335,0.8581,0.87517,0.98794,0.97774,0.92763,0.91025,0.92438,0.90982,0.90854,0.88861,0.90415,0.89519,0.87197,0.83445,0.96044,0.95762,0.96315,0.89796,0.95833,0.98419,0.93033
33188898a_metr,0.99957,0.99245,0.98847,0.98436,0.9993,0.98036,0.76614,0.95729,0.99777,0.99783,0.99918,0.99619,0.97075,0.93625,0.9981,0.98802,0.99805,0.99956,0.9998,0.98922,0.99428,0.99178,0.99136,0.97202,0.99862,0.98439,0.99894,0.99908,0.73,0.99891,0.99965,0.99917,0.99845,0.99948,0.99769,0.99867,0.98704,0.99856,0.995,0.9997,0.99468,0.99305,0.86137,0.90951,0.99414,0.98876,0.95883,0.94349,0.99391,0.96465,0.99923,0.99927,0.94891,0.6654,0.99918,0.94222,0.98789,0.76578,0.9965,0.98757,0.97851,0.9914,0.99156,0.97098,0.97617,0.97065,0.79619,0.98566,0.99712,0.91907,0.99992,0.99991,0.99905,0.9989,0.9998,0.99862,0.99998,0.9983,0.88996,0.99772,0.96964,0.99826,0.99969,0.97894,0.99905,0.92155,0.86474,0.98926,0.99987,0.99679,0.99983,1.0,0.99371,0.99971,0.85948,0.98257,0.99508,0.99651,0.99763,0.99167,0.98855,0.99643,0.99643,0.99969,0.99635,0.99938,0.96755,0.90682,0.99986,0.99945,0.99946,0.96755,0.99635,0.99685,0.98983
33188899a_metr,0.98802,0.99009,0.98106,0.9763,0.98256,0.99682,0.71332,0.943,0.99536,0.99618,0.99404,0.9926,0.94866,0.84894,0.99796,0.93559,0.997,0.99799,0.99581,0.978,0.95481,0.94952,0.96824,0.989,0.99796,0.99527,0.99445,0.99278,0.84083,0.99885,0.98469,0.99131,0.99182,0.99307,0.99892,0.97735,0.99779,0.99248,0.95344,0.97458,0.96608,0.99128,0.68981,0.90851,0.99235,0.98404,0.96735,0.94819,0.98621,0.96206,0.98119,0.98017,0.92793,0.53147,0.98628,0.93354,0.97693,0.82873,0.98564,0.96671,0.97837,0.98324,0.99167,0.91677,0.91142,0.99565,0.68818,0.99813,0.97917,0.82918,0.98589,0.98297,0.98331,0.98485,0.98676,0.99137,0.98348,0.98216,0.71284,0.9905,0.97692,0.98214,0.97801,0.97573,0.99827,0.9353,0.83216,0.97563,0.98044,0.98361,0.99142,0.98958,1.0,0.98983,0.82463,0.9709,0.99227,0.98751,0.99243,0.98219,0.9645,0.99611,0.99457,0.99204,0.99476,0.99253,0.98278,0.93127,0.99058,0.99343,0.98293,0.98138,0.99441,0.9808,0.99662
33188899b_metr,0.99877,0.99137,0.98213,0.97718,0.99765,0.98694,0.74591,0.94762,0.99829,0.99729,0.99952,0.99256,0.96274,0.92425,0.99939,0.98159,0.99945,0.99997,0.99877,0.98389,0.99065,0.98776,0.97196,0.96321,0.99824,0.97794,0.99946,0.99985,0.75624,0.99974,0.99988,0.99986,0.9996,0.99946,0.99926,0.99657,0.99372,0.99958,0.99063,0.9984,0.99044,0.98828,0.88017,0.90138,0.99722,0.98561,0.93822,0.92481,0.99192,0.95069,0.99933,0.99727,0.9551,0.58984,0.99916,0.93276,0.98168,0.74467,0.99486,0.98203,0.99071,0.98611,0.99012,0.96538,0.96773,0.96221,0.79656,0.97048,0.99748,0.90701,0.99874,0.9989,0.99705,0.99928,0.99992,0.996,0.99934,0.99817,0.83541,0.99618,0.95154,0.99546,0.99906,0.98163,0.99885,0.90271,0.82425,0.98356,0.9994,0.99532,0.99986,0.99989,0.99648,1.0,0.81411,0.98455,0.99423,0.99651,0.99907,0.99234,0.98274,0.99843,0.99394,0.99863,0.99312,0.9979,0.9582,0.90275,0.99882,0.99975,0.99926,0.95802,0.99637,0.98811,0.98451
33188899c_metr,0.97659,0.9892,0.94043,0.93096,0.9724,0.99741,0.62674,0.88211,0.99701,0.99801,0.99497,0.95899,0.93791,0.84892,0.99674,0.93957,0.99572,0.99784,0.98738,0.94085,0.9544,0.97018,0.96644,0.90637,0.99914,0.95155,0.99345,0.99207,0.82345,0.99831,0.98462,0.99065,0.99067,0.99413,0.99767,0.96899,0.99823,0.99134,0.96812,0.97518,0.95442,0.94995,0.93379,0.9096,0.98946,0.97587,0.95157,0.88,0.99242,0.90873,0.98028,0.97162,0.89306,0.50094,0.98515,0.94077,0.93772,0.68506,0.98892,0.93735,0.99743,0.96493,0.99484,0.9673,0.91418,0.90421,0.85762,0.91044,0.97647,0.93093,0.97732,0.97738,0.97476,0.98686,0.98737,0.96847,0.97964,0.98535,0.83085,0.99345,0.97068,0.96644,0.97789,0.96458,0.99914,0.86251,0.64592,0.94092,0.99026,0.98663,0.99169,0.98397,0.99749,0.987,1.0,0.9983,0.99593,0.99101,0.99077,0.98849,0.93876,0.99416,0.97077,0.97597,0.95996,0.97322,0.95274,0.88112,0.97694,0.9941,0.98408,0.91956,0.99708,0.95358,0.94209
33188909a_metr,0.9615,0.97446,0.91011,0.90032,0.955,0.99077,0.60116,0.96989,0.98276,0.98411,0.98146,0.93778,0.97533,0.82173,0.99257,0.90897,0.99301,0.98876,0.96749,0.91952,0.93665,0.97882,0.98714,0.87891,0.98853,0.97283,0.98461,0.98191,0.89414,0.99383,0.96829,0.9799,0.98159,0.97995,0.99321,0.95125,0.97705,0.98218,0.94964,0.95768,0.93195,0.92662,0.87053,0.86762,0.99496,0.97328,0.95741,0.7893,0.98435,0.96099,0.97197,0.9522,0.88696,0.78886,0.96546,0.93785,0.91113,0.77013,0.96707,0.91654,0.96754,0.876,0.98211,0.99883,0.88397,0.87979,0.84705,0.88303,0.995,0.9844,0.95852,0.95992,0.95114,0.9681,0.97231,0.94686,0.96253,0.96976,0.75835,0.98828,0.98287,0.94567,0.96278,0.92364,0.98892,0.80909,0.84731,0.91607,0.96329,0.96454,0.97872,0.968,0.99615,0.97159,0.83924,1.0,0.97685,0.96992,0.98564,0.96162,0.91477,0.98899,0.94452,0.97622,0.9478,0.95633,0.96338,0.94901,0.95977,0.98091,0.96454,0.89996,0.98068,0.95365,0.91996
33188910a_metr,0.97259,0.99607,0.93193,0.922,0.9677,0.99623,0.61233,0.87269,0.99534,0.99671,0.993,0.97651,0.89662,0.83792,0.99645,0.93086,0.99516,0.99728,0.99264,0.93383,0.94865,0.94266,0.87208,0.96639,0.99902,0.97701,0.99216,0.99035,0.71836,0.99969,0.981,0.98864,0.98895,0.99193,0.99989,0.96402,0.99805,0.98972,0.94895,0.97063,0.94782,0.94299,0.72209,0.92897,0.98866,0.98728,0.92932,0.91206,0.98978,0.93012,0.97703,0.9665,0.92775,0.65072,0.98102,0.91085,0.92965,0.81003,0.98611,0.93028,0.99199,0.98602,0.99546,0.90611,0.90463,0.94483,0.83309,0.97582,0.97383,0.81583,0.97269,0.973,0.96917,0.98304,0.98422,0.96278,0.97548,0.9809,0.89775,0.99043,0.83363,0.99352,0.97397,0.9765,0.99893,0.89681,0.82732,0.9343,0.97774,0.98353,0.98938,0.98035,0.99892,0.98375,0.66418,0.9716,1.0,0.98736,0.98937,0.98311,0.93211,0.99365,0.96545,0.97169,0.95429,0.96866,0.95619,0.94867,0.97257,0.99206,0.97987,0.97793,0.99522,0.98454,0.98411
33188914a_metr,0.97356,0.99581,0.93338,0.92357,0.96874,0.99672,0.61565,0.87474,0.99568,0.99696,0.99347,0.9598,0.89848,0.8402,0.99679,0.93233,0.99556,0.99757,0.99218,0.93532,0.94997,0.94406,0.94917,0.91508,0.9991,0.97329,0.99268,0.99092,0.67916,0.99958,0.98179,0.98927,0.98956,0.99242,0.99991,0.96512,0.9982,0.99032,0.95023,0.97163,0.94913,0.94436,0.79371,0.92767,0.98926,0.98638,0.9201,0.90228,0.98987,0.9237,0.97792,0.96756,0.91966,0.66033,0.98178,0.90695,0.93117,0.76467,0.98662,0.93181,0.99712,0.98547,0.9952,0.90787,0.90638,0.92754,0.74483,0.96349,0.97477,0.81826,0.97364,0.97395,0.97014,0.98376,0.98494,0.96388,0.97639,0.98162,0.83833,0.9909,0.90272,0.98137,0.97491,0.97511,0.99906,0.88664,0.83721,0.93575,0.97859,0.98412,0.98997,0.98116,0.99905,0.98449,0.7841,0.97922,0.99383,1.0,0.98998,0.98362,0.9336,0.99411,0.96641,0.97267,0.95553,0.96969,0.94319,0.922,0.97353,0.99256,0.98066,0.97661,0.9955,0.97644,0.95571
33188914b_metr,0.99493,0.99546,0.9918,0.99216,0.99829,0.99421,0.79573,0.97811,0.99586,0.99534,0.99453,0.95792,0.97665,0.9159,0.99549,0.92577,0.99406,0.99945,0.99817,0.9983,0.9873,0.93884,0.89941,0.99294,0.99823,0.9887,0.99069,0.98866,0.81577,0.99982,0.99472,0.98681,0.98725,0.99005,0.99985,0.99693,0.99342,0.98808,0.97964,0.99373,0.99289,0.9936,0.71474,0.92755,0.98738,0.99326,0.98937,0.96604,0.99329,0.98045,0.97454,0.99775,0.95293,0.73654,0.9977,0.95033,0.99648,0.91362,0.98551,0.99027,0.95639,0.98683,0.99514,0.9022,0.9668,0.98944,0.72187,0.98013,0.97161,0.80976,0.99689,0.99805,0.9988,0.99404,0.98184,0.99534,0.99709,0.98691,0.85154,0.98821,0.90932,0.97165,0.99127,0.98613,0.9981,0.96493,0.89965,0.99465,0.97483,0.991,0.99625,0.9966,0.99883,0.99502,0.78203,0.93092,0.99169,0.99708,1.0,0.98023,0.99028,0.99255,0.98655,0.99588,0.99499,0.99382,0.99641,0.906,0.99419,0.99557,0.99526,0.96929,0.99359,0.96334,0.98212
33188931a_metr,0.97962,0.99177,0.94451,0.93541,0.9756,0.99483,0.63729,0.88842,0.99796,0.99867,0.99636,0.96535,0.91076,0.85589,0.99799,0.94368,0.99716,0.99884,0.9952,0.94539,0.95851,0.95291,0.81788,0.91178,0.99937,0.95467,0.9952,0.99397,0.82182,0.99931,0.98702,0.99269,0.99273,0.99562,0.99902,0.97238,0.99746,0.99333,0.95962,0.9782,0.95833,0.98075,0.81788,0.91558,0.99165,0.98571,0.93887,0.92846,0.99217,0.94527,0.98314,0.97477,0.93121,0.41392,0.98731,0.92403,0.94214,0.79864,0.99017,0.94204,0.99122,0.99104,0.99386,0.91778,0.91925,0.90987,0.70983,0.94792,0.97965,0.83372,0.98014,0.98026,0.97747,0.98892,0.98958,0.9717,0.98238,0.98732,0.64515,0.99467,0.84446,0.97459,0.98083,0.97653,0.99953,0.9116,0.74929,0.94524,0.98449,0.98818,0.99355,0.98643,0.9982,0.98923,0.64493,0.97042,0.99651,0.99239,0.99284,1.0,0.94337,0.99582,0.97334,0.97899,0.96377,0.97639,0.92055,0.85251,0.97986,0.99564,0.98635,0.92233,0.99774,0.97363,0.94655
33188932a_metr,0.98024,0.9842,0.97613,0.96997,0.98088,0.93763,0.71077,0.92432,0.98461,0.98314,0.98452,0.9776,0.93979,0.90257,0.97477,0.99167,0.97563,0.9779,0.97376,0.9656,0.97024,0.97439,0.94317,0.94946,0.98324,0.92981,0.9783,0.97998,0.78464,0.97521,0.98559,0.98045,0.97846,0.98537,0.96626,0.97937,0.94551,0.97836,0.9802,0.98253,0.97614,0.97426,0.94715,0.98348,0.97083,0.98514,0.956,0.90081,0.99276,0.93925,0.97867,0.98293,0.96941,0.76783,0.98966,0.96979,0.96981,0.71659,0.99471,0.96248,0.91182,0.96958,0.99205,0.92853,0.95737,0.94269,0.72321,0.92076,0.97044,0.95424,0.98522,0.98362,0.9894,0.98921,0.98504,0.98375,0.98432,0.99206,0.76905,0.99017,0.93946,0.98165,0.98092,0.98397,0.98151,0.92779,0.82868,0.97386,0.9873,0.99504,0.98364,0.98487,0.96378,0.98536,0.91435,0.89966,0.98844,0.99218,0.9763,0.99461,1.0,0.97362,0.99306,0.98153,0.97532,0.98071,0.90956,0.89889,0.98305,0.98418,0.98911,0.81929,0.98607,0.96938,0.96751
33188938a_metr,0.99189,0.99408,0.98938,0.98505,0.99026,0.991,0.68007,0.95124,0.99904,0.99856,0.99929,0.98223,0.95302,0.88338,0.99988,0.95909,0.99985,0.99983,0.99665,0.98456,0.97314,0.96868,0.87774,0.99475,0.99848,0.99133,0.99932,0.99877,0.79296,0.99902,0.9943,0.99812,0.99818,0.99897,0.99943,0.98672,0.99409,0.99848,0.97301,0.98822,0.97975,0.99766,0.77892,0.91821,0.99735,0.99099,0.97887,0.97029,0.98909,0.97058,0.99214,0.991,0.9328,0.58708,0.99383,0.94583,0.98362,0.87091,0.9938,0.97966,0.96319,0.99484,0.9935,0.93922,0.93884,0.99762,0.74608,0.9947,0.98976,0.86386,0.99488,0.99094,0.98747,0.99496,0.99601,0.99722,0.99191,0.99319,0.75462,0.9972,0.89398,0.98161,0.99034,0.98221,0.99873,0.94834,0.85237,0.9857,0.99231,0.99307,0.99836,0.99399,0.99899,0.99576,0.7807,0.9204,0.99635,0.99572,0.99821,0.99132,0.98173,1.0,0.99409,0.99213,0.99248,0.99624,0.98012,0.91321,0.99727,0.99915,0.99329,0.98945,0.99778,0.97383,0.99188
33188938b_metr,0.97498,0.98963,0.93855,0.92891,0.97074,0.99557,0.62153,0.87897,0.99646,0.9976,0.99417,0.98335,0.90213,0.84552,0.99589,0.93771,0.99478,0.99717,0.9896,0.93858,0.95228,0.94623,0.91793,0.96496,0.9989,0.98882,0.99238,0.99095,0.76254,0.99785,0.98336,0.98947,0.98945,0.99329,0.99746,0.96725,0.99691,0.99015,0.95414,0.97361,0.95249,0.95224,0.75025,0.91158,0.98809,0.97896,0.94992,0.92548,0.99268,0.94741,0.97871,0.97002,0.9514,0.74212,0.98408,0.91051,0.93561,0.81379,0.98822,0.93498,0.98806,0.97904,0.99527,0.92394,0.9118,0.96782,0.7943,0.99091,0.97465,0.82212,0.97588,0.97589,0.97347,0.98582,0.98618,0.96687,0.97822,0.98441,0.92387,0.99285,0.89337,0.99188,0.97632,0.96706,0.9988,0.90725,0.8827,0.9387,0.98074,0.98579,0.99065,0.98266,0.99683,0.98581,0.77464,0.95727,0.99567,0.99036,0.98952,0.98823,0.93646,0.99308,1.0,0.97438,0.96379,0.97157,0.96833,0.93325,0.97542,0.99322,0.98295,0.9726,0.99672,0.97761,0.98788
33188939a_metr,0.99869,0.9922,0.99794,0.99615,0.99949,0.96957,0.8159,0.97746,0.99779,0.99646,0.99878,0.99977,0.98657,0.9623,0.99623,0.99776,0.99591,0.9987,0.99943,0.99753,0.99849,0.9973,0.93457,0.98878,0.99879,0.97947,0.99668,0.99809,0.6746,0.99846,0.99945,0.99824,0.99655,0.99928,0.99485,0.99917,0.98026,0.99651,0.99994,0.99971,0.99973,0.99942,0.71255,0.90255,0.98461,0.98788,0.97604,0.95643,0.99535,0.97326,0.99752,0.99966,0.94939,0.60461,0.99909,0.94251,0.99773,0.81696,0.99733,0.9966,0.95986,0.99352,0.99325,0.98229,0.99158,0.98715,0.64572,0.99045,0.99196,0.94668,0.99999,0.99976,0.99864,0.99864,0.99992,0.99931,0.9996,0.9983,0.65174,0.99836,0.92731,0.99948,0.99872,0.97378,0.99912,0.92242,0.80379,0.99775,0.99972,0.99758,0.99901,0.99949,0.98847,0.9999,0.80746,0.94045,0.99632,0.99754,0.99382,0.99169,0.99757,0.99197,0.99755,1.0,0.99926,0.9994,0.97811,0.93701,0.99967,0.9989,0.99936,0.9813,0.99653,0.9915,0.99799
33188943a_metr,0.99881,0.98727,0.99951,0.99897,0.99919,0.96982,0.83995,0.98531,0.99797,0.99713,0.99962,0.99946,0.99214,0.97313,0.99588,0.99946,0.99553,0.99923,0.99889,0.99903,0.99806,0.99757,0.98172,0.99444,0.99724,0.9872,0.99641,0.99813,0.76467,0.99877,0.99978,0.99828,0.99603,0.99954,0.99589,0.99908,0.98353,0.996,0.99937,0.99956,0.99938,0.99974,0.77998,0.89183,0.98033,0.98357,0.96651,0.94289,0.9948,0.96223,0.99712,0.99964,0.961,0.63811,0.99853,0.93262,0.99974,0.84143,0.99622,0.99853,0.97453,0.99066,0.99335,0.98617,0.99639,0.99293,0.77889,0.99071,0.98697,0.95885,0.99923,0.99979,0.99903,0.99908,0.99917,0.99998,0.99995,0.99831,0.68405,0.99801,0.98552,0.99997,0.99898,0.98249,0.99865,0.902,0.83777,0.99909,0.99954,0.9967,0.9998,0.99965,0.98756,0.99908,0.86497,0.98096,0.99664,0.99691,0.99286,0.98841,0.99923,0.99039,0.99717,0.9995,1.0,0.9993,0.97723,0.92527,0.99976,0.99981,0.99879,0.97924,0.99656,0.99612,0.99936
33188943b_metr,0.99715,0.99576,0.99988,0.9992,0.99813,0.95549,0.83688,0.98374,0.99869,0.99881,0.99936,0.99844,0.99061,0.97172,0.99233,0.99983,0.99187,0.99713,0.99832,0.99804,0.99676,0.99608,0.9441,0.99394,0.99884,0.98605,0.99315,0.99537,0.73982,0.99505,0.99954,0.99582,0.99304,0.99876,0.9902,0.99827,0.96865,0.99295,0.99926,0.99816,0.99884,0.99923,0.6275,0.91081,0.9778,0.99393,0.98353,0.97583,0.99616,0.98213,0.99477,0.99934,0.92284,0.63377,0.99867,0.95931,0.99946,0.84078,0.99773,0.9974,0.93553,0.99847,0.9948,0.9831,0.99626,0.99178,0.63459,0.98131,0.98549,0.95618,0.99885,0.99831,0.99982,0.99952,0.99907,0.9998,0.99884,0.9986,0.68069,0.99796,0.93738,0.99947,0.99752,0.98313,0.99864,0.95006,0.82897,0.99882,0.99894,0.99831,0.99852,0.99927,0.98175,0.99928,0.82916,0.90134,0.99761,0.99865,0.98925,0.99172,0.99877,0.98668,0.99721,0.99777,0.99786,1.0,0.97579,0.89776,0.9982,0.9993,0.99868,0.97304,0.99738,0.98804,0.99851
33188945a_metr,0.99976,0.96613,0.99753,0.99726,0.99875,0.99767,0.93742,0.99692,0.99,0.98659,0.99284,0.99926,0.99687,0.99777,0.99803,0.99641,0.9977,0.99512,0.98583,0.99959,0.99905,0.99743,0.9843,0.99991,0.98225,0.9987,0.99917,0.99916,0.79123,0.99608,0.99561,0.9994,0.99984,0.99042,0.99718,0.99936,0.99435,0.99969,0.99791,0.99834,0.9993,0.99847,0.96461,0.83794,0.9986,0.95074,0.93177,0.82863,0.98441,0.86884,0.99935,0.99799,0.77593,0.79118,0.99475,0.86805,0.99902,0.94085,0.99009,0.9995,0.98479,0.96084,0.98128,0.98912,0.99788,0.9983,0.93342,0.99753,0.9969,0.99106,0.99741,0.99778,0.99695,0.99589,0.9965,0.99758,0.99707,0.99576,0.86428,0.99483,0.98167,0.99818,0.99886,0.93205,0.98606,0.76291,0.8001,0.99868,0.99681,0.98947,0.99555,0.99581,0.99989,0.99516,0.93306,0.94638,0.99275,0.99313,0.99916,0.97946,0.99843,0.99904,0.99511,0.99911,0.99982,0.99867,1.0,0.93159,0.99778,0.99232,0.99527,0.96584,0.98996,0.99027,0.99877
33188967a_metr,0.82877,0.77686,0.7236,0.71973,0.68945,0.86132,0.60756,0.79926,0.48996,0.50664,0.54371,0.75364,0.73263,0.59048,0.8781,0.77344,0.87821,0.69333,0.82133,0.71157,0.72132,0.74387,0.74665,0.55713,0.74723,0.90807,0.84882,0.87262,0.69846,0.89023,0.50005,0.85209,0.78214,0.56462,0.89589,0.46135,0.80998,0.69999,0.60465,0.63105,0.51057,0.52617,0.91134,0.78411,0.84563,0.77678,0.76317,0.79674,0.78981,0.83581,0.78959,0.55623,0.66818,0.70134,0.50585,0.66036,0.52296,0.79115,0.7639,0.68442,0.89511,0.74478,0.57535,0.78593,0.52276,0.65921,0.85614,0.67137,0.74501,0.89776,0.56864,0.55322,0.50572,0.52678,0.73648,0.58505,0.50116,0.65641,0.78758,0.75764,0.83991,0.69629,0.76165,0.75954,0.76358,0.7911,0.72371,0.55776,0.70551,0.62373,0.67068,0.52614,0.82815,0.78557,0.70978,0.8034,0.65653,0.62039,0.72282,0.93545,0.51521,0.72881,0.47511,0.58905,0.74532,0.54582,0.90506,1.0,0.66729,0.7598,0.49915,0.72568,0.58063,0.57419,0.62646
